"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Кормление","Левая Грудь","05-окт.-2021 09:52","05-окт.-2021 09:57",""
"Здоровье","Лекарство","05-окт.-2021 09:49","05-окт.-2021 09:49","Витамин d 5 капель"
"Кормление","Правая Грудь","05-окт.-2021 09:40","05-окт.-2021 09:52",""
"Сон","","05-окт.-2021 08:38","05-окт.-2021 09:40",""
"Подгузники","Мокрый","05-окт.-2021 08:00","05-окт.-2021 08:00",""
"Сцеживание","Правая","05-окт.-2021 07:51","05-окт.-2021 07:54",""
"Сцеживание","Левая","05-окт.-2021 07:48","05-окт.-2021 07:50","5мл, сцеж"
"Кормление","Левая Грудь","05-окт.-2021 07:30","05-окт.-2021 07:42",""
"Кормление","Правая Грудь","05-окт.-2021 07:14","05-окт.-2021 07:29",""
"Сон","","05-окт.-2021 04:52","05-окт.-2021 07:13",""
"Подгузники","Мокрый","05-окт.-2021 04:30","05-окт.-2021 04:30",""
"Кормление","Правая Грудь","05-окт.-2021 04:04","05-окт.-2021 04:19",""
"Кормление","Левая Грудь","05-окт.-2021 03:53","05-окт.-2021 04:04",""
"Сон","","04-окт.-2021 23:15","05-окт.-2021 03:53",""
"Подгузники","Оба","04-окт.-2021 22:02","04-окт.-2021 22:02",""
"Кормление","Левая Грудь","04-окт.-2021 21:43","04-окт.-2021 21:58",""
"Кормление","Правая Грудь","04-окт.-2021 21:26","04-окт.-2021 21:42",""
"Подгузники","Мокрый","04-окт.-2021 21:25","04-окт.-2021 21:25",""
"Досуг","На животе","04-окт.-2021 21:17","04-окт.-2021 21:22",""
"Сон","","04-окт.-2021 20:15","04-окт.-2021 21:21",""
"Кормление","Левая Грудь","04-окт.-2021 19:14","04-окт.-2021 19:29",""
"Досуг","Купание","04-окт.-2021 18:58","04-окт.-2021 18:59",""
"Кормление","Правая Грудь","04-окт.-2021 18:57","04-окт.-2021 19:13",""
"Подгузники","Мокрый","04-окт.-2021 18:55","04-окт.-2021 18:55",""
"Досуг","На животе","04-окт.-2021 18:53","04-окт.-2021 18:57",""
"Досуг","Игры","04-окт.-2021 18:47","04-окт.-2021 18:52","массаж"
"Подгузники","Оба","04-окт.-2021 18:14","04-окт.-2021 18:14",""
"Сон","","04-окт.-2021 17:45","04-окт.-2021 18:14",""
"Досуг","Прогулка","04-окт.-2021 17:03","04-окт.-2021 17:57",""
"Кормление","Левая Грудь","04-окт.-2021 16:30","04-окт.-2021 16:46",""
"Кормление","Правая Грудь","04-окт.-2021 16:13","04-окт.-2021 16:29",""
"Досуг","На животе","04-окт.-2021 16:09","04-окт.-2021 16:12",""
"Подгузники","Мокрый","04-окт.-2021 16:09","04-окт.-2021 16:09",""
"Сон","","04-окт.-2021 14:09","04-окт.-2021 16:03",""
"Сон","","04-окт.-2021 13:54","04-окт.-2021 14:08",""
"Кормление","Левая Грудь","04-окт.-2021 13:37","04-окт.-2021 13:53",""
"Кормление","Правая Грудь","04-окт.-2021 12:50","04-окт.-2021 12:55",""
"Кормление","Правая Грудь","04-окт.-2021 12:31","04-окт.-2021 12:47",""
"Досуг","На животе","04-окт.-2021 12:25","04-окт.-2021 12:30",""
"Подгузники","Оба","04-окт.-2021 12:22","04-окт.-2021 12:22",""
"Сон","","04-окт.-2021 11:10","04-окт.-2021 11:50",""
"Досуг","Прогулка","04-окт.-2021 11:08","04-окт.-2021 12:05",""
"Кормление","Левая Грудь","04-окт.-2021 10:13","04-окт.-2021 10:30","срыгнул"
"Кормление","Правая Грудь","04-окт.-2021 09:53","04-окт.-2021 10:07",""
"Сон","","04-окт.-2021 09:40","04-окт.-2021 09:52",""
"Сон","","04-окт.-2021 09:05","04-окт.-2021 09:33",""
"Подгузники","Мокрый","04-окт.-2021 08:59","04-окт.-2021 08:59",""
"Кормление","Правая Грудь","04-окт.-2021 08:00","04-окт.-2021 08:13",""
"Кормление","Левая Грудь","04-окт.-2021 07:42","04-окт.-2021 07:57",""
"Сон","","04-окт.-2021 06:00","04-окт.-2021 07:42",""
"Подгузники","Мокрый","04-окт.-2021 05:17","04-окт.-2021 05:17",""
"Кормление","Правая Грудь","04-окт.-2021 05:17","04-окт.-2021 05:36",""
"Кормление","Левая Грудь","04-окт.-2021 04:55","04-окт.-2021 05:10",""
"Сон","","04-окт.-2021 02:25","04-окт.-2021 04:55",""
"Кормление","Левая Грудь","04-окт.-2021 01:55","04-окт.-2021 02:23",""
"Подгузники","Мокрый","04-окт.-2021 01:37","04-окт.-2021 01:37",""
"Кормление","Правая Грудь","04-окт.-2021 01:37","04-окт.-2021 01:53",""
"Сон","","04-окт.-2021 00:17","04-окт.-2021 01:34",""
"Сон","","03-окт.-2021 23:17","04-окт.-2021 00:17",""
"Кормление","Левая Грудь","03-окт.-2021 23:00","03-окт.-2021 23:17",""
"Кормление","Правая Грудь","03-окт.-2021 22:47","03-окт.-2021 22:59",""
"Сон","","03-окт.-2021 21:55","03-окт.-2021 22:06",""
"Подгузники","Мокрый","03-окт.-2021 19:50","03-окт.-2021 19:50",""
"Кормление","Левая Грудь","03-окт.-2021 19:49","03-окт.-2021 20:05",""
"Кормление","Правая Грудь","03-окт.-2021 19:10","03-окт.-2021 19:20",""
"Кормление","Правая Грудь","03-окт.-2021 18:54","03-окт.-2021 19:10",""
"Кормление","Правая Грудь","03-окт.-2021 16:45","03-окт.-2021 17:02",""
"Подгузники","Оба","03-окт.-2021 16:33","03-окт.-2021 16:33",""
"Кормление","Левая Грудь","03-окт.-2021 16:33","03-окт.-2021 16:44",""
"Досуг","На животе","03-окт.-2021 16:30","03-окт.-2021 16:33",""
"Сон","","03-окт.-2021 15:17","03-окт.-2021 16:25",""
"Досуг","Прогулка","03-окт.-2021 15:12","03-окт.-2021 15:42",""
"Досуг","Прогулка","03-окт.-2021 14:58","03-окт.-2021 15:08",""
"Подгузники","Мокрый","03-окт.-2021 14:42","03-окт.-2021 14:42",""
"Сон","","03-окт.-2021 14:25","03-окт.-2021 14:42","14 18"
"Сцеживание","Левая","03-окт.-2021 14:25","03-окт.-2021 14:28","5мл"
"Сцеживание","Правая","03-окт.-2021 14:21","03-окт.-2021 14:25","5мл"
"Кормление","Правая Грудь","03-окт.-2021 14:05","03-окт.-2021 14:18",""
"Кормление","Левая Грудь","03-окт.-2021 13:47","03-окт.-2021 14:05",""
"Досуг","На животе","03-окт.-2021 13:45","03-окт.-2021 13:47",""
"Сон","","03-окт.-2021 12:42","03-окт.-2021 13:43",""
"Подгузники","Мокрый","03-окт.-2021 12:21","03-окт.-2021 12:21",""
"Сон","","03-окт.-2021 11:27","03-окт.-2021 12:20",""
"Сцеживание","Правая","03-окт.-2021 11:21","03-окт.-2021 11:24",""
"Сцеживание","Левая","03-окт.-2021 11:19","03-окт.-2021 11:21",""
"Кормление","Левая Грудь","03-окт.-2021 10:53","03-окт.-2021 11:14",""
"Кормление","Правая Грудь","03-окт.-2021 10:36","03-окт.-2021 10:53",""
"Досуг","На животе","03-окт.-2021 10:28","03-окт.-2021 10:34",""
"Сон","","03-окт.-2021 09:47","03-окт.-2021 10:21",""
"Досуг","Прогулка","03-окт.-2021 09:46","03-окт.-2021 10:17",""
"Подгузники","Мокрый","03-окт.-2021 09:01","03-окт.-2021 09:01",""
"Кормление","Левая Грудь","03-окт.-2021 08:30","03-окт.-2021 08:44",""
"Кормление","Правая Грудь","03-окт.-2021 08:13","03-окт.-2021 08:29",""
"Сон","","03-окт.-2021 06:10","03-окт.-2021 08:13",""
"Подгузники","Оба","03-окт.-2021 05:45","03-окт.-2021 05:45",""
"Кормление","Правая Грудь","03-окт.-2021 05:45","03-окт.-2021 06:02",""
"Кормление","Левая Грудь","03-окт.-2021 05:23","03-окт.-2021 05:40",""
"Сон","","03-окт.-2021 02:30","03-окт.-2021 05:30",""
"Кормление","Левая Грудь","03-окт.-2021 01:46","03-окт.-2021 01:58",""
"Подгузники","Мокрый","03-окт.-2021 01:43","03-окт.-2021 01:43",""
"Кормление","Правая Грудь","03-окт.-2021 01:29","03-окт.-2021 01:42",""
"Сон","","02-окт.-2021 23:00","03-окт.-2021 01:30",""
"Кормление","Правая Грудь","02-окт.-2021 22:28","02-окт.-2021 22:46",""
"Кормление","Левая Грудь","02-окт.-2021 22:19","02-окт.-2021 22:24",""
"Кормление","Левая Грудь","02-окт.-2021 22:08","02-окт.-2021 22:18",""
"Сон","","02-окт.-2021 21:23","02-окт.-2021 21:42",""
"Подгузники","Мокрый","02-окт.-2021 21:19","02-окт.-2021 21:19",""
"Досуг","Купание","02-окт.-2021 21:07","02-окт.-2021 21:10",""
"Кормление","Правая Грудь","02-окт.-2021 19:59","02-окт.-2021 20:20",""
"Кормление","Левая Грудь","02-окт.-2021 19:42","02-окт.-2021 19:58",""
"Сон","","02-окт.-2021 17:49","02-окт.-2021 19:38",""
"Подгузники","Оба","02-окт.-2021 16:47","02-окт.-2021 16:47",""
"Кормление","Левая Грудь","02-окт.-2021 16:26","02-окт.-2021 16:39",""
"Кормление","Правая Грудь","02-окт.-2021 16:08","02-окт.-2021 16:25",""
"Сон","","02-окт.-2021 15:50","02-окт.-2021 16:02",""
"Сон","","02-окт.-2021 14:54","02-окт.-2021 15:04",""
"Досуг","Прогулка","02-окт.-2021 14:49","02-окт.-2021 15:57",""
"Сцеживание","Правая","02-окт.-2021 14:11","02-окт.-2021 14:15","5мл"
"Сцеживание","Левая","02-окт.-2021 14:08","02-окт.-2021 14:11","2мл"
"Кормление","Левая Грудь","02-окт.-2021 13:53","02-окт.-2021 14:04",""
"Кормление","Правая Грудь","02-окт.-2021 13:35","02-окт.-2021 13:53",""
"Досуг","На животе","02-окт.-2021 13:32","02-окт.-2021 13:34",""
"Подгузники","Мокрый","02-окт.-2021 13:30","02-окт.-2021 13:30",""
"Сцеживание","Левая","02-окт.-2021 11:28","02-окт.-2021 11:31",""
"Сон","","02-окт.-2021 11:27","02-окт.-2021 13:26",""
"Сцеживание","Правая","02-окт.-2021 11:24","02-окт.-2021 11:28","сцеж"
"Кормление","Правая Грудь","02-окт.-2021 10:50","02-окт.-2021 11:04",""
"Кормление","Левая Грудь","02-окт.-2021 10:34","02-окт.-2021 10:50",""
"Сон","","02-окт.-2021 09:45","02-окт.-2021 10:00",""
"Досуг","Прогулка","02-окт.-2021 09:31","02-окт.-2021 10:29",""
"Подгузники","Мокрый","02-окт.-2021 09:17","02-окт.-2021 09:17",""
"Кормление","Левая Грудь","02-окт.-2021 08:17","02-окт.-2021 08:28",""
"Подгузники","Оба","02-окт.-2021 08:07","02-окт.-2021 08:07",""
"Кормление","Правая Грудь","02-окт.-2021 08:06","02-окт.-2021 08:17",""
"Сон","","02-окт.-2021 06:55","02-окт.-2021 08:03",""
"Кормление","Правая Грудь","02-окт.-2021 06:40","02-окт.-2021 06:55",""
"Кормление","Левая Грудь","02-окт.-2021 06:23","02-окт.-2021 06:38",""
"Сон","","02-окт.-2021 04:02","02-окт.-2021 06:19",""
"Кормление","Правая Грудь","02-окт.-2021 02:50","02-окт.-2021 03:02",""
"Подгузники","Оба","02-окт.-2021 02:32","02-окт.-2021 02:32",""
"Кормление","Левая Грудь","02-окт.-2021 02:30","02-окт.-2021 02:47",""
"Сон","","01-окт.-2021 23:22","02-окт.-2021 02:26",""
"Кормление","Правая Грудь","01-окт.-2021 23:05","01-окт.-2021 23:18",""
"Кормление","Левая Грудь","01-окт.-2021 22:41","01-окт.-2021 23:03",""
"Кормление","Левая Грудь","01-окт.-2021 20:20","01-окт.-2021 20:32",""
"Подгузники","Мокрый","01-окт.-2021 19:59","01-окт.-2021 19:59",""
"Кормление","Правая Грудь","01-окт.-2021 19:59","01-окт.-2021 20:16",""
"Досуг","На животе","01-окт.-2021 19:57","01-окт.-2021 19:59",""
"Сон","","01-окт.-2021 19:09","01-окт.-2021 19:55",""
"Кормление","Левая Грудь","01-окт.-2021 17:22","01-окт.-2021 17:35",""
"Кормление","Правая Грудь","01-окт.-2021 16:57","01-окт.-2021 17:22",""
"Развитие","Вес","01-окт.-2021 16:56","01-окт.-2021 16:56","3.75кг"
"Подгузники","Мокрый","01-окт.-2021 16:56","01-окт.-2021 16:56",""
"Сон","","01-окт.-2021 14:50","01-окт.-2021 16:50",""
"Кормление","Левая Грудь","01-окт.-2021 14:29","01-окт.-2021 14:36",""
"Кормление","Правая Грудь","01-окт.-2021 14:06","01-окт.-2021 14:27",""
"Сон","","01-окт.-2021 13:11","01-окт.-2021 14:05",""
"Подгузники","Оба","01-окт.-2021 13:01","01-окт.-2021 13:01",""
"Сцеживание","Правая","01-окт.-2021 12:29","01-окт.-2021 12:32",""
"Сцеживание","Левая","01-окт.-2021 12:26","01-окт.-2021 12:29",""
"Кормление","Левая Грудь","01-окт.-2021 12:09","01-окт.-2021 12:21",""
"Досуг","На животе","01-окт.-2021 11:32","01-окт.-2021 11:32","массаж"
"Кормление","Правая Грудь","01-окт.-2021 11:32","01-окт.-2021 12:07",""
"Сон","","01-окт.-2021 10:40","01-окт.-2021 11:14",""
"Подгузники","Мокрый","01-окт.-2021 10:01","01-окт.-2021 10:01",""
"Сцеживание","Правая","01-окт.-2021 09:57","01-окт.-2021 10:00","5мл"
"Сцеживание","Левая","01-окт.-2021 09:54","01-окт.-2021 09:57","5мл"
"Кормление","Правая Грудь","01-окт.-2021 09:23","01-окт.-2021 09:39",""
"Кормление","Левая Грудь","01-окт.-2021 09:07","01-окт.-2021 09:22",""
"Досуг","На животе","01-окт.-2021 09:03","01-окт.-2021 09:05",""
"Сон","","01-окт.-2021 07:47","01-окт.-2021 09:03",""
"Подгузники","Оба","01-окт.-2021 07:06","01-окт.-2021 07:06",""
"Кормление","Правая Грудь","01-окт.-2021 06:42","01-окт.-2021 06:51",""
"Кормление","Правая Грудь","01-окт.-2021 06:20","01-окт.-2021 06:28",""
"Кормление","Левая Грудь","01-окт.-2021 06:03","01-окт.-2021 06:17",""
"Сон","","01-окт.-2021 03:32","01-окт.-2021 06:02",""
"Подгузники","Мокрый","01-окт.-2021 03:05","01-окт.-2021 03:05",""
"Кормление","Левая Грудь","01-окт.-2021 03:04","01-окт.-2021 03:15",""
"Кормление","Правая Грудь","01-окт.-2021 02:35","01-окт.-2021 02:55",""
"Сон","","01-окт.-2021 01:49","01-окт.-2021 02:34",""
"Сон","","30-сент.-2021 23:58","01-окт.-2021 01:49",""
"Сцеживание","Левая","30-сент.-2021 23:55","30-сент.-2021 23:59",""
"Сцеживание","Правая","30-сент.-2021 23:50","30-сент.-2021 23:55","10мл"
"Кормление","Правая Грудь","30-сент.-2021 23:00","30-сент.-2021 23:15",""
"Кормление","Левая Грудь","30-сент.-2021 22:50","30-сент.-2021 22:59",""
"Подгузники","Мокрый","30-сент.-2021 22:00","30-сент.-2021 22:00",""
"Подгузники","Мокрый","30-сент.-2021 21:05","30-сент.-2021 21:05",""
"Кормление","Правая Грудь","30-сент.-2021 20:27","30-сент.-2021 20:40",""
"Кормление","Левая Грудь","30-сент.-2021 20:05","30-сент.-2021 20:25",""
"Сон","","30-сент.-2021 19:45","30-сент.-2021 20:04",""
"Подгузники","Мокрый","30-сент.-2021 19:14","30-сент.-2021 19:14",""
"Сон","","30-сент.-2021 18:35","30-сент.-2021 19:11",""
"Кормление","Правая Грудь","30-сент.-2021 17:42","30-сент.-2021 18:03",""
"Кормление","Левая Грудь","30-сент.-2021 17:25","30-сент.-2021 17:41",""
"Досуг","Купание","30-сент.-2021 17:15","30-сент.-2021 17:17",""
"Подгузники","Мокрый","30-сент.-2021 17:15","30-сент.-2021 17:15",""
"Досуг","На животе","30-сент.-2021 17:10","30-сент.-2021 17:13",""
"Сон","","30-сент.-2021 15:56","30-сент.-2021 17:11",""
"Развитие","Вес","30-сент.-2021 15:55","30-сент.-2021 15:55","3.74кг"
"Кормление","Правая Грудь","30-сент.-2021 14:52","30-сент.-2021 15:06",""
"Кормление","Левая Грудь","30-сент.-2021 14:35","30-сент.-2021 14:51",""
"Досуг","На животе","30-сент.-2021 14:30","30-сент.-2021 14:35","фитбол+стол"
"Подгузники","Оба","30-сент.-2021 14:15","30-сент.-2021 14:15",""
"Сон","","30-сент.-2021 13:33","30-сент.-2021 14:05",""
"Досуг","Прогулка","30-сент.-2021 13:15","30-сент.-2021 14:06",""
"Подгузники","Мокрый","30-сент.-2021 13:10","30-сент.-2021 13:10",""
"Сцеживание","Левая","30-сент.-2021 12:53","30-сент.-2021 12:56",""
"Сцеживание","Правая","30-сент.-2021 12:49","30-сент.-2021 12:53","5мл"
"Кормление","Правая Грудь","30-сент.-2021 12:27","30-сент.-2021 12:43",""
"Кормление","Левая Грудь","30-сент.-2021 12:12","30-сент.-2021 12:26",""
"Досуг","На животе","30-сент.-2021 12:07","30-сент.-2021 12:11",""
"Сон","","30-сент.-2021 10:29","30-сент.-2021 12:05","3780, 4134-217-8-76-54"
"Сцеживание","Правая","30-сент.-2021 10:11","30-сент.-2021 10:15","10мл"
"Сцеживание","Левая","30-сент.-2021 10:07","30-сент.-2021 10:11","10мл"
"Кормление","Левая Грудь","30-сент.-2021 09:27","30-сент.-2021 09:36",""
"Кормление","Правая Грудь","30-сент.-2021 09:09","30-сент.-2021 09:25",""
"Сон","","30-сент.-2021 08:04","30-сент.-2021 08:41",""
"Подгузники","Мокрый","30-сент.-2021 08:00","30-сент.-2021 08:00",""
"Сон","","30-сент.-2021 06:35","30-сент.-2021 08:00",""
"Кормление","Левая Грудь","30-сент.-2021 06:18","30-сент.-2021 06:32",""
"Кормление","Правая Грудь","30-сент.-2021 05:59","30-сент.-2021 06:17",""
"Сон","","30-сент.-2021 04:06","30-сент.-2021 05:59",""
"Кормление","Правая Грудь","30-сент.-2021 02:29","30-сент.-2021 02:47",""
"Подгузники","Мокрый","30-сент.-2021 02:25","30-сент.-2021 02:25",""
"Кормление","Левая Грудь","30-сент.-2021 02:12","30-сент.-2021 02:25",""
"Сон","","29-сент.-2021 22:49","30-сент.-2021 02:10",""
"Подгузники","Мокрый","29-сент.-2021 22:16","29-сент.-2021 22:16",""
"Кормление","Правая Грудь","29-сент.-2021 22:16","29-сент.-2021 22:33",""
"Кормление","Левая Грудь","29-сент.-2021 21:57","29-сент.-2021 22:11",""
"Сон","","29-сент.-2021 18:33","29-сент.-2021 21:57",""
"Досуг","Прогулка","29-сент.-2021 18:01","29-сент.-2021 18:52",""
"Подгузники","Оба","29-сент.-2021 17:51","29-сент.-2021 17:51",""
"Кормление","Правая Грудь","29-сент.-2021 17:29","29-сент.-2021 17:45",""
"Кормление","Левая Грудь","29-сент.-2021 17:15","29-сент.-2021 17:29",""
"Досуг","На животе","29-сент.-2021 17:10","29-сент.-2021 17:14",""
"Сон","","29-сент.-2021 15:11","29-сент.-2021 17:05",""
"Подгузники","Мокрый","29-сент.-2021 14:36","29-сент.-2021 14:36",""
"Досуг","Купание","29-сент.-2021 14:30","29-сент.-2021 14:34",""
"Кормление","Правая Грудь","29-сент.-2021 13:52","29-сент.-2021 14:08",""
"Кормление","Левая Грудь","29-сент.-2021 13:36","29-сент.-2021 13:52",""
"Досуг","На животе","29-сент.-2021 13:32","29-сент.-2021 13:36",""
"Сон","","29-сент.-2021 12:43","29-сент.-2021 13:36",""
"Сон","","29-сент.-2021 12:00","29-сент.-2021 12:43",""
"Кормление","Левая Грудь","29-сент.-2021 11:30","29-сент.-2021 11:40",""
"Подгузники","Мокрый","29-сент.-2021 10:40","29-сент.-2021 10:40",""
"Кормление","Бутылочка","29-сент.-2021 09:56","29-сент.-2021 09:56","40мл, гр. молоко"
"Кормление","Правая Грудь","29-сент.-2021 09:37","29-сент.-2021 09:56",""
"Досуг","На животе","29-сент.-2021 09:36","29-сент.-2021 09:37",""
"Сон","","29-сент.-2021 08:39","29-сент.-2021 09:31",""
"Подгузники","Мокрый","29-сент.-2021 07:51","29-сент.-2021 07:51",""
"Кормление","Правая Грудь","29-сент.-2021 07:21","29-сент.-2021 07:37",""
"Кормление","Левая Грудь","29-сент.-2021 07:04","29-сент.-2021 07:20",""
"Досуг","На животе","29-сент.-2021 07:02","29-сент.-2021 07:03",""
"Сон","","29-сент.-2021 04:21","29-сент.-2021 07:00",""
"Кормление","Правая Грудь","29-сент.-2021 04:15","29-сент.-2021 04:19",""
"Кормление","Левая Грудь","29-сент.-2021 03:57","29-сент.-2021 04:13",""
"Кормление","Правая Грудь","29-сент.-2021 03:42","29-сент.-2021 03:56",""
"Подгузники","Мокрый","29-сент.-2021 03:37","29-сент.-2021 03:37",""
"Сон","","28-сент.-2021 23:21","29-сент.-2021 03:37",""
"Сцеживание","Правая","28-сент.-2021 23:08","28-сент.-2021 23:08",""
"Сцеживание","Левая","28-сент.-2021 23:08","28-сент.-2021 23:08",""
"Кормление","Левая Грудь","28-сент.-2021 22:35","28-сент.-2021 22:41",""
"Кормление","Правая Грудь","28-сент.-2021 22:16","28-сент.-2021 22:32",""
"Подгузники","Мокрый","28-сент.-2021 22:16","28-сент.-2021 22:16",""
"Кормление","Левая Грудь","28-сент.-2021 22:01","28-сент.-2021 22:12",""
"Сон","","28-сент.-2021 21:05","28-сент.-2021 21:40",""
"Подгузники","Оба","28-сент.-2021 20:21","28-сент.-2021 20:21",""
"Сцеживание","Правая","28-сент.-2021 19:55","28-сент.-2021 19:56","5мл"
"Сцеживание","Левая","28-сент.-2021 19:54","28-сент.-2021 19:55","10мл"
"Кормление","Левая Грудь","28-сент.-2021 19:52","28-сент.-2021 20:04",""
"Кормление","Правая Грудь","28-сент.-2021 19:33","28-сент.-2021 19:52",""
"Подгузники","Мокрый","28-сент.-2021 19:31","28-сент.-2021 19:31",""
"Досуг","На животе","28-сент.-2021 19:17","28-сент.-2021 19:22",""
"Сцеживание","Левая","28-сент.-2021 18:09","28-сент.-2021 18:21","25мл"
"Сон","","28-сент.-2021 17:11","28-сент.-2021 19:20",""
"Развитие","Вес","28-сент.-2021 17:05","28-сент.-2021 17:05","3.6кг"
"Кормление","Левая Грудь","28-сент.-2021 17:00","28-сент.-2021 17:09",""
"Подгузники","Мокрый","28-сент.-2021 16:50","28-сент.-2021 16:50",""
"Кормление","Правая Грудь","28-сент.-2021 16:48","28-сент.-2021 17:00",""
"Досуг","Купание","28-сент.-2021 16:40","28-сент.-2021 16:43",""
"Сон","","28-сент.-2021 15:50","28-сент.-2021 16:27",""
"Подгузники","Оба","28-сент.-2021 15:21","28-сент.-2021 15:21",""
"Кормление","Правая Грудь","28-сент.-2021 14:50","28-сент.-2021 15:05",""
"Кормление","Левая Грудь","28-сент.-2021 14:37","28-сент.-2021 14:50",""
"Досуг","На животе","28-сент.-2021 14:35","28-сент.-2021 14:37",""
"Сон","","28-сент.-2021 14:31","28-сент.-2021 14:37",""
"Сон","","28-сент.-2021 14:16","28-сент.-2021 14:18",""
"Досуг","Прогулка","28-сент.-2021 13:59","28-сент.-2021 14:31",""
"Сон","","28-сент.-2021 13:30","28-сент.-2021 13:40",""
"Подгузники","Мокрый","28-сент.-2021 12:25","28-сент.-2021 12:25",""
"Сцеживание","Левая","28-сент.-2021 12:00","28-сент.-2021 12:05","3мл"
"Кормление","Правая Грудь","28-сент.-2021 11:58","28-сент.-2021 12:09",""
"Кормление","Левая Грудь","28-сент.-2021 11:42","28-сент.-2021 11:55",""
"Сон","","28-сент.-2021 10:30","28-сент.-2021 11:41",""
"Сон","","28-сент.-2021 10:02","28-сент.-2021 10:16",""
"Сон","","28-сент.-2021 09:30","28-сент.-2021 09:48",""
"Подгузники","Мокрый","28-сент.-2021 08:57","28-сент.-2021 08:57",""
"Сцеживание","Правая","28-сент.-2021 08:56","28-сент.-2021 09:01",""
"Кормление","Правая Грудь","28-сент.-2021 08:35","28-сент.-2021 08:47",""
"Кормление","Левая Грудь","28-сент.-2021 08:17","28-сент.-2021 08:33",""
"Сон","","28-сент.-2021 06:01","28-сент.-2021 08:14",""
"Подгузники","Оба","28-сент.-2021 05:56","28-сент.-2021 05:56",""
"Сцеживание","Левая","28-сент.-2021 05:41","28-сент.-2021 05:46",""
"Сон","","28-сент.-2021 05:38","28-сент.-2021 05:56",""
"Сцеживание","Правая","28-сент.-2021 05:36","28-сент.-2021 05:41",""
"Кормление","Правая Грудь","28-сент.-2021 05:23","28-сент.-2021 05:34",""
"Кормление","Правая Грудь","28-сент.-2021 05:17","28-сент.-2021 05:23",""
"Кормление","Левая Грудь","28-сент.-2021 05:00","28-сент.-2021 05:15",""
"Сон","","28-сент.-2021 02:08","28-сент.-2021 04:58",""
"Сцеживание","Левая","28-сент.-2021 01:54","28-сент.-2021 01:59","5мл"
"Сцеживание","Правая","28-сент.-2021 01:48","28-сент.-2021 01:54","10мл"
"Подгузники","Мокрый","28-сент.-2021 01:40","28-сент.-2021 01:40",""
"Кормление","Правая Грудь","28-сент.-2021 01:30","28-сент.-2021 01:46",""
"Кормление","Левая Грудь","28-сент.-2021 01:00","28-сент.-2021 01:24",""
"Сон","","27-сент.-2021 22:38","28-сент.-2021 01:00",""
"Кормление","Правая Грудь","27-сент.-2021 22:16","27-сент.-2021 22:33",""
"Кормление","Левая Грудь","27-сент.-2021 22:00","27-сент.-2021 22:15","3956-261-97"
"Подгузники","Мокрый","27-сент.-2021 22:00","27-сент.-2021 22:00",""
"Сон","","27-сент.-2021 19:15","27-сент.-2021 22:00",""
"Подгузники","Оба","27-сент.-2021 18:36","27-сент.-2021 18:36",""
"Кормление","Левая Грудь","27-сент.-2021 18:10","27-сент.-2021 18:29",""
"Кормление","Правая Грудь","27-сент.-2021 17:36","27-сент.-2021 18:08",""
"Досуг","На животе","27-сент.-2021 17:33","27-сент.-2021 17:35",""
"Сон","","27-сент.-2021 15:55","27-сент.-2021 17:33",""
"Досуг","Прогулка","27-сент.-2021 15:19","27-сент.-2021 15:50",""
"Кормление","Бутылочка","27-сент.-2021 15:18","27-сент.-2021 15:18","4мл, гр. молоко"
"Кормление","Правая Грудь","27-сент.-2021 14:45","27-сент.-2021 14:58",""
"Кормление","Левая Грудь","27-сент.-2021 14:36","27-сент.-2021 14:41",""
"Кормление","Левая Грудь","27-сент.-2021 14:16","27-сент.-2021 14:35",""
"Подгузники","Мокрый","27-сент.-2021 14:12","27-сент.-2021 14:12",""
"Сон","","27-сент.-2021 12:18","27-сент.-2021 14:10",""
"Подгузники","Мокрый","27-сент.-2021 11:50","27-сент.-2021 11:50",""
"Кормление","Правая Грудь","27-сент.-2021 11:19","27-сент.-2021 11:39",""
"Кормление","Левая Грудь","27-сент.-2021 11:05","27-сент.-2021 11:19",""
"Досуг","На животе","27-сент.-2021 11:01","27-сент.-2021 11:04",""
"Досуг","Игры","27-сент.-2021 10:30","27-сент.-2021 10:35","массаж"
"Досуг","На животе","27-сент.-2021 10:18","27-сент.-2021 10:22",""
"Сон","","27-сент.-2021 10:14","27-сент.-2021 11:04",""
"Подгузники","Мокрый","27-сент.-2021 08:14","27-сент.-2021 08:14",""
"Кормление","Правая Грудь","27-сент.-2021 08:09","27-сент.-2021 08:25",""
"Подгузники","Мокрый","27-сент.-2021 07:52","27-сент.-2021 07:52",""
"Кормление","Левая Грудь","27-сент.-2021 07:52","27-сент.-2021 08:08",""
"Сон","","27-сент.-2021 04:41","27-сент.-2021 07:52",""
"Кормление","Правая Грудь","27-сент.-2021 04:29","27-сент.-2021 04:41",""
"Кормление","Правая Грудь","27-сент.-2021 03:04","27-сент.-2021 03:14",""
"Кормление","Левая Грудь","27-сент.-2021 02:46","27-сент.-2021 03:04",""
"Подгузники","Оба","27-сент.-2021 02:43","27-сент.-2021 02:43",""
"Сон","","26-сент.-2021 22:26","27-сент.-2021 02:42",""
"Кормление","Правая Грудь","26-сент.-2021 21:31","26-сент.-2021 21:48",""
"Кормление","Левая Грудь","26-сент.-2021 21:11","26-сент.-2021 21:30",""
